Finish,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,E,DP,Fld%,BatAge,RA/G,ERA,G,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,W
5,3.79,162,6102,5508,614,1315,270,31,157,590,65,40,442,1477,0.239,0.3,0.385,0.684,103,137,0.983,26.8,4.36,3.91,162,1,11,37,1463.1,1398,707,636,115,504,1311,1.3,8.06,0.71,103,137,0.983,28,73
5,3.72,162,6079,5498,602,1307,297,18,172,576,63,32,439,1230,0.238,0.3,0.392,0.693,100,129,0.983,27.9,4.25,4,162,3,6,39,1448,1332,689,643,160,540,1184,1.293,7.36,0.99,100,129,0.983,28.7,66
5,3.78,162,5967,5411,613,1297,265,36,137,570,94,45,447,1235,0.24,0.302,0.378,0.68,105,148,0.982,27.8,4.69,4.51,162,1,9,28,1413.2,1399,759,708,175,573,1128,1.395,7.18,1.11,105,148,0.982,27.9,61
5,4.04,162,6130,5549,654,1423,285,36,148,610,69,23,425,1202,0.256,0.314,0.401,0.715,134,128,0.978,29.3,4.67,4.33,162,4,5,40,1434.1,1439,756,690,162,580,1224,1.408,7.68,1.02,134,128,0.978,29.4,71
5,4.23,162,6140,5512,685,1414,298,27,149,658,55,31,479,1236,0.257,0.32,0.401,0.721,126,137,0.979,29.4,4.73,4.18,162,1,14,40,1436.2,1409,767,668,154,605,1268,1.402,7.94,0.96,126,137,0.979,28.2,75
2,4.39,161,6244,5486,707,1398,293,29,161,678,56,34,592,1185,0.255,0.332,0.407,0.738,105,144,0.983,29.9,4.17,3.84,161,3,8,40,1445.1,1329,672,616,160,586,1272,1.325,7.92,1,105,144,0.983,28.4,83
1,5.31,161,6384,5588,855,1552,329,21,184,811,87,34,636,1186,0.278,0.354,0.443,0.797,99,118,0.983,30.1,4.17,3.87,161,2,8,44,1450.2,1329,671,624,160,548,1264,1.294,7.84,0.99,99,118,0.983,28.9,97
1,4.64,162,6268,5643,752,1530,340,28,151,711,86,33,500,1054,0.271,0.333,0.422,0.754,94,134,0.984,29.3,4.26,4.04,162,2,10,39,1446.2,1340,690,650,165,573,1211,1.322,7.53,1.03,94,134,0.984,28.4,85
6,4.42,162,6147,5587,716,1496,271,46,166,677,121,49,395,928,0.268,0.319,0.422,0.741,106,122,0.982,28.6,5.15,4.74,162,2,7,29,1439,1396,834,758,210,687,1250,1.448,7.82,1.31,106,122,0.982,28,66
4,4.34,162,6161,5584,703,1506,323,23,194,674,65,39,419,920,0.27,0.324,0.44,0.764,101,136,0.983,29.7,4.41,4.19,162,8,10,39,1440,1357,714,671,186,576,1256,1.342,7.85,1.16,101,136,0.983,28.2,79
3,4.87,162,6281,5628,789,1508,308,29,235,755,66,28,489,1080,0.268,0.328,0.458,0.786,86,126,0.986,30.1,4.1,3.81,162,3,6,42,1465.1,1363,665,621,169,545,1346,1.302,8.27,1.04,86,126,0.986,29.1,89
1,4.47,162,6187,5519,724,1431,302,24,172,691,73,31,492,1158,0.259,0.323,0.416,0.739,106,157,0.983,31.3,4.22,3.83,162,13,14,36,1456.1,1304,683,619,143,617,1404,1.319,8.68,0.88,106,157,0.983,28.2,88
5,4.36,162,6242,5496,706,1351,259,29,200,676,63,21,585,1269,0.246,0.321,0.413,0.734,114,144,0.981,30.2,4.69,4.29,162,11,9,23,1441.1,1373,759,687,167,606,1333,1.373,8.32,1.04,114,144,0.981,27.6,67
3,4.8,162,6219,5406,777,1409,268,32,194,748,67,36,577,1077,0.261,0.336,0.43,0.766,109,113,0.982,30.7,4.33,4.03,162,8,6,41,1437,1357,701,643,164,550,1344,1.327,8.42,1.03,109,113,0.982,29.8,88
2,4.36,162,6001,5351,706,1303,261,22,198,678,89,22,478,1341,0.244,0.313,0.412,0.725,84,137,0.986,28.5,4.15,3.98,162,3,15,50,1417,1234,672,626,152,608,1225,1.3,7.78,0.97,84,137,0.986,30.1,90
1,4.72,162,6167,5449,764,1336,246,24,210,714,116,29,561,1420,0.245,0.322,0.415,0.737,66,168,0.989,28.8,4.09,3.8,162,1,14,52,1444,1284,662,609,191,545,1399,1.267,8.72,1.19,66,168,0.989,27.8,91
3,4.69,162,6200,5498,759,1369,248,9,205,725,63,32,525,1380,0.249,0.321,0.409,0.73,133,151,0.978,28.1,4.27,3.85,162,1,8,43,1455.1,1354,691,622,144,593,1337,1.338,8.27,0.89,133,151,0.978,26.7,88
3,4.7,162,6219,5470,761,1402,284,28,196,728,81,31,593,1348,0.256,0.334,0.426,0.76,94,164,0.984,28,4.35,4.01,162,3,12,43,1450.1,1393,705,646,183,493,1351,1.3,8.38,1.14,94,164,0.984,28.3,83
2,4.81,162,6223,5548,779,1415,299,32,225,745,35,26,526,1318,0.255,0.325,0.442,0.767,107,169,0.983,28.5,4.4,4.08,162,2,10,38,1448.1,1432,712,656,159,475,1290,1.317,8.02,0.99,107,169,0.983,28,86
1,3.99,162,6139,5484,647,1386,288,39,137,619,69,38,506,1267,0.253,0.321,0.394,0.716,96,159,0.984,28.4,3.24,2.94,162,1,15,62,1464.2,1359,525,478,123,477,1329,1.254,8.17,0.76,96,159,0.984,28.2,100
1,3.82,162,6086,5426,619,1371,275,21,105,585,57,32,471,1133,0.253,0.32,0.369,0.689,88,145,0.985,28.6,3.72,3.5,162,8,23,55,1448.2,1321,603,564,123,470,1221,1.236,7.59,0.76,88,145,0.985,27.2,90
1,4.83,162,6202,5557,783,1494,322,20,125,745,45,22,481,1110,0.269,0.332,0.401,0.733,75,177,0.988,28.7,3.68,3.42,162,7,15,44,1459.2,1366,596,555,112,451,1254,1.245,7.73,0.69,75,177,0.988,26.9,97
2,4.72,162,6326,5622,765,1526,290,37,159,732,91,37,533,1192,0.271,0.338,0.421,0.759,107,149,0.983,29.2,4,3.71,162,4,10,42,1462.2,1420,648,603,134,436,1218,1.269,7.49,0.82,107,149,0.983,28.6,88
2,4.7,162,6242,5532,762,1513,308,22,162,726,57,39,542,978,0.273,0.341,0.425,0.766,116,167,0.982,29.3,4.27,3.74,162,7,9,47,1462,1461,692,608,136,448,1098,1.306,6.76,0.84,116,167,0.982,30.2,90
2,4.54,162,6241,5542,736,1456,285,18,150,689,79,41,541,1027,0.263,0.332,0.402,0.733,99,172,0.984,28.8,3.96,3.57,162,7,16,32,1453.2,1412,641,577,133,477,1094,1.299,6.77,0.82,99,172,0.984,30.2,86
1,4.51,162,6168,5465,730,1436,294,29,160,694,75,31,528,1041,0.263,0.332,0.415,0.747,96,167,0.985,28.5,3.95,3.66,162,8,11,43,1440.2,1407,640,586,123,460,1049,1.296,6.55,0.77,96,167,0.985,30.1,91
4,4.81,162,6370,5636,779,1585,283,26,174,744,73,32,577,985,0.281,0.35,0.433,0.783,85,156,0.986,28.8,4.48,4.19,162,2,7,42,1454,1517,725,677,163,496,957,1.384,5.92,1.01,85,156,0.986,30.2,86
3,4.48,162,6211,5529,725,1513,279,13,141,690,56,33,506,909,0.274,0.337,0.405,0.743,121,155,0.98,30.2,5.12,4.65,162,2,8,34,1435.2,1514,829,741,168,509,945,1.409,5.92,1.05,121,155,0.98,29.6,78
1,4.85,161,6225,5522,781,1484,292,27,184,745,59,32,531,922,0.269,0.337,0.431,0.769,98,170,0.984,29.6,4.73,4.54,161,6,9,38,1429.2,1475,762,721,193,504,970,1.384,6.11,1.21,98,170,0.984,28.6,83
1,4.97,162,6246,5538,805,1494,287,26,170,757,83,36,534,947,0.27,0.339,0.423,0.762,100,196,0.984,30.8,3.91,3.49,162,15,14,48,1445.2,1399,634,560,153,443,974,1.274,6.06,0.95,100,196,0.984,29.7,100
1,5.28,162,6297,5555,855,1544,319,24,214,817,111,47,548,1085,0.278,0.344,0.46,0.804,97,154,0.985,30.6,4.07,3.75,162,4,12,57,1453.2,1378,659,605,169,440,1041,1.251,6.45,1.05,97,154,0.985,30.1,105
3,5.41,162,6466,5672,876,1580,342,32,196,827,82,32,580,952,0.279,0.35,0.454,0.804,77,138,0.987,29.9,4.91,4.6,162,9,10,41,1463.2,1544,796,748,210,508,969,1.402,5.96,1.29,77,138,0.987,31.2,85
1,4.86,162,6246,5505,787,1475,285,26,175,758,86,42,542,927,0.268,0.338,0.425,0.763,103,168,0.983,28.9,4,3.7,162,4,9,42,1446.1,1355,648,595,141,547,1009,1.315,6.28,0.88,103,168,0.983,30.2,97
2,5.02,162,6177,5450,814,1469,274,32,199,768,91,35,529,1089,0.27,0.339,0.441,0.78,110,156,0.982,28.8,4.22,3.93,162,8,11,38,1435.1,1389,684,627,196,526,1083,1.334,6.79,1.23,110,156,0.982,29.3,93
3,4.85,162,6162,5423,786,1352,295,13,222,756,36,24,553,1425,0.249,0.328,0.431,0.759,91,124,0.984,28.9,4.69,4.4,162,1,8,41,1434.1,1330,760,702,206,617,1524,1.357,9.56,1.29,91,124,0.984,28.9,83
4,4.33,162,6100,5450,701,1328,235,27,227,679,80,38,492,1436,0.244,0.315,0.422,0.736,91,124,0.984,27.9,4.39,4.18,162,0,10,46,1438,1270,711,668,214,536,1552,1.256,9.71,1.34,91,124,0.984,28.2,75
5,4.3,162,6240,5532,696,1404,251,25,172,665,77,33,559,1376,0.254,0.328,0.401,0.729,95,144,0.984,27.2,5.06,4.63,162,1,6,38,1441,1491,819,741,228,532,1258,1.404,7.86,1.42,95,144,0.984,27.1,67
5,4.65,162,6213,5484,753,1390,249,38,219,715,120,39,565,1329,0.253,0.329,0.433,0.761,81,132,0.986,27.2,5.36,5.17,162,2,8,33,1430,1442,869,821,248,631,1300,1.45,8.18,1.56,81,132,0.986,27.6,68
5,4.42,162,6094,5487,716,1403,277,33,164,678,139,51,452,1284,0.256,0.316,0.408,0.724,102,142,0.983,27.8,5.27,4.91,162,2,8,28,1442,1457,854,786,258,636,1241,1.451,7.75,1.61,102,142,0.983,27.1,68
5,3.95,162,6196,5571,640,1382,257,27,167,613,134,38,496,1255,0.248,0.312,0.394,0.706,90,131,0.985,29.5,4.65,4.33,162,2,8,35,1453.1,1436,754,700,177,544,1252,1.362,7.75,1.1,90,131,0.985,27.3,64
4,3.67,162,5978,5395,595,1282,254,20,131,562,122,52,415,1252,0.238,0.296,0.365,0.661,72,120,0.988,29,3.78,3.59,162,5,13,44,1446,1282,612,576,163,507,1290,1.237,8.03,1.01,72,120,0.988,28,76
3,4.31,162,6293,5499,698,1370,274,20,155,664,67,35,585,1245,0.249,0.327,0.391,0.718,76,131,0.988,28.5,3.64,3.38,162,5,17,43,1473.2,1294,589,554,170,435,1296,1.173,7.91,1.04,76,131,0.988,27.7,90
1,4.13,162,6115,5477,669,1377,296,30,172,636,87,27,481,1266,0.251,0.315,0.411,0.726,89,113,0.985,28.8,3.63,3.34,162,9,12,56,1453,1356,588,540,152,427,1248,1.227,7.73,0.94,89,113,0.985,27.1,97
3,4.54,162,6329,5612,735,1438,264,19,183,697,97,50,535,1250,0.256,0.326,0.408,0.734,91,146,0.985,28.6,4.44,4.16,162,4,5,39,1467.2,1414,720,678,185,539,1112,1.331,6.82,1.13,91,146,0.985,27.7,79
1,4.88,162,6285,5579,790,1515,293,30,188,761,93,43,522,1218,0.272,0.338,0.436,0.774,72,142,0.988,29,4.23,4.01,162,4,9,43,1453,1404,685,648,158,524,1130,1.327,7,0.98,72,142,0.988,28.2,91
4,4.15,162,6187,5462,673,1349,280,25,158,637,96,40,531,1129,0.247,0.318,0.394,0.712,89,161,0.985,27.8,4.46,4.18,162,6,12,41,1458.1,1420,723,677,188,577,1069,1.369,6.6,1.16,89,161,0.985,29,78
5,4.35,162,6188,5465,704,1351,269,24,187,677,85,47,560,1125,0.247,0.321,0.408,0.729,114,156,0.981,28.6,4.94,4.55,162,2,6,34,1442.1,1542,800,729,201,557,1227,1.455,7.66,1.25,114,156,0.981,28.7,74
5,4.83,162,6332,5607,783,1496,293,23,204,747,97,31,536,1113,0.267,0.335,0.436,0.772,95,155,0.984,29.7,5.27,4.94,162,6,7,34,1449.2,1605,853,796,198,482,1068,1.44,6.63,1.23,95,155,0.984,29.1,72
3,4.62,162,6296,5515,749,1419,291,12,217,718,124,33,614,1192,0.257,0.336,0.432,0.768,128,139,0.979,29.6,4.94,4.51,162,9,10,36,1445.2,1576,801,725,213,464,1053,1.411,6.56,1.33,128,139,0.979,29.5,80
5,5.03,163,6321,5565,820,1453,335,15,222,784,72,23,611,1303,0.261,0.339,0.446,0.785,104,133,0.983,28.6,5.45,5.15,163,2,1,31,1433,1657,889,820,219,492,955,1.5,6,1.38,104,133,0.983,28.9,73
4,4.63,162,6278,5518,750,1380,287,28,194,713,77,25,599,1335,0.25,0.331,0.418,0.749,113,123,0.981,28.4,5.6,5.19,162,5,8,47,1443.2,1595,907,832,236,572,992,1.501,6.18,1.47,113,123,0.981,28.5,76
5,4.28,162,6211,5509,694,1349,239,21,182,669,80,34,524,1326,0.245,0.318,0.395,0.713,141,152,0.977,27.3,5.47,5.09,162,4,5,38,1446.1,1578,886,818,209,590,932,1.499,5.8,1.3,141,152,0.977,28,69
3,4.38,162,6254,5470,709,1386,297,21,169,678,116,52,583,1188,0.253,0.33,0.408,0.738,120,169,0.981,27.7,4.78,4.27,162,2,8,42,1453.2,1502,774,690,173,550,980,1.412,6.07,1.07,120,169,0.981,28.7,78
5,4.54,162,6222,5583,735,1464,304,22,176,690,103,54,468,1172,0.262,0.324,0.419,0.744,138,136,0.978,28,5.25,4.77,162,2,2,35,1442.2,1572,850,765,198,515,943,1.447,5.88,1.24,138,136,0.978,27.4,66
1,4.56,162,6099,5362,738,1251,255,18,194,700,82,21,586,1465,0.233,0.317,0.396,0.713,94,102,0.984,28.7,3.85,3.5,162,2,19,44,1436,1156,623,558,168,537,1618,1.179,10.14,1.05,94,102,0.984,28.1,95
2,4.75,162,6309,5542,769,1366,279,17,250,744,101,25,629,1563,0.246,0.329,0.438,0.767,97,135,0.983,28.9,4.73,4.4,162,0,7,50,1459.1,1364,766,713,225,570,1497,1.325,9.23,1.39,97,135,0.983,28.7,89
1,4.63,163,6210,5542,754,1398,252,24,218,711,124,32,537,1458,0.252,0.323,0.424,0.747,108,141,0.982,28.9,4.04,3.73,163,0,14,49,1461,1259,659,606,173,553,1428,1.24,8.8,1.07,108,141,0.982,28.8,96
2,4.52,162,6135,5467,732,1363,267,22,224,695,128,41,547,1571,0.249,0.322,0.429,0.751,115,164,0.981,27.4,4.3,4,162,1,12,54,1445.2,1381,697,642,185,553,1346,1.338,8.38,1.15,115,164,0.981,28.3,86
4,4.14,162,6061,5330,671,1299,249,19,194,641,181,56,599,1543,0.244,0.322,0.407,0.729,136,145,0.978,27.5,4.52,4.08,162,0,7,46,1434.1,1450,733,650,178,532,1175,1.382,7.37,1.12,136,145,0.978,28.1,73
4,4.04,162,6024,5480,655,1378,274,34,145,624,84,29,412,1299,0.251,0.307,0.393,0.7,116,164,0.981,28.1,4.55,4.28,162,1,7,40,1435,1432,737,682,176,517,1260,1.358,7.9,1.1,116,164,0.981,28.4,68
3,4.01,162,6065,5462,650,1366,297,28,150,617,102,43,423,1197,0.25,0.311,0.397,0.708,99,130,0.984,28.8,4.06,3.67,162,3,9,45,1457.2,1386,657,594,167,431,1246,1.247,7.69,1.03,99,130,0.984,29,82
4,3.95,162,6064,5474,640,1381,238,43,157,610,142,50,407,1183,0.252,0.311,0.398,0.708,114,153,0.981,27.9,4.24,3.84,162,4,15,40,1442.2,1401,687,615,175,466,1125,1.294,7.02,1.09,114,153,0.981,28.8,74
3,4.79,162,6225,5557,776,1442,300,39,202,741,158,39,466,1240,0.259,0.325,0.437,0.762,99,133,0.983,29.2,4.52,4.22,162,0,9,44,1453.2,1458,733,682,169,525,1402,1.364,8.68,1.05,99,133,0.983,29,83
1,4.45,162,6113,5447,721,1422,276,31,185,693,94,31,481,1083,0.261,0.325,0.425,0.75,111,130,0.982,28.9,3.94,3.63,162,1,13,47,1441.2,1348,638,582,147,440,1257,1.24,7.85,0.92,111,130,0.982,29.3,96
3,4.63,162,6304,5606,750,1471,293,33,182,710,81,26,546,1216,0.262,0.335,0.424,0.759,101,142,0.983,27.8,4.96,4.58,162,3,7,35,1439,1487,804,733,173,582,1258,1.438,7.87,1.08,101,142,0.983,29.2,77
3,4.85,162,6296,5510,785,1447,281,37,182,757,68,37,610,1231,0.263,0.341,0.426,0.767,98,149,0.984,29.3,5.05,4.83,162,1,8,44,1435,1498,818,770,207,607,1104,1.467,6.92,1.3,98,149,0.984,30,80
2,4.63,162,6252,5535,750,1398,324,35,198,722,108,38,550,1203,0.253,0.325,0.431,0.757,101,160,0.984,28.7,4.25,3.85,162,12,10,45,1455.2,1415,689,623,175,528,1110,1.335,6.86,1.08,101,160,0.984,29.9,90
2,4.94,162,6238,5554,801,1455,310,37,231,774,96,32,501,1137,0.262,0.329,0.456,0.785,109,144,0.982,27.7,4.79,4.41,162,3,6,49,1444.1,1513,776,708,161,507,1174,1.399,7.32,1,109,144,0.982,29.1,83
4,4.51,162,6130,5433,730,1400,301,20,180,695,71,37,502,1233,0.258,0.327,0.42,0.747,117,126,0.98,28.8,5.14,4.82,162,7,8,43,1425.2,1454,833,763,177,514,1145,1.38,7.23,1.12,117,126,0.98,28.3,75
3,4.48,162,6156,5448,726,1413,327,19,175,689,79,34,531,1162,0.259,0.331,0.423,0.754,119,139,0.98,28.4,4.3,3.97,162,7,6,46,1438,1382,697,635,169,569,1173,1.357,7.34,1.06,119,139,0.98,28,81
6,3.94,161,6195,5483,634,1358,295,32,135,601,138,40,540,1312,0.248,0.321,0.387,0.708,117,132,0.981,28.5,4.7,4.24,161,6,10,42,1442,1440,757,679,164,476,1098,1.329,6.85,1.02,117,132,0.981,27.2,67
6,4.41,162,6270,5548,714,1423,266,24,196,685,99,39,547,1221,0.256,0.329,0.419,0.748,114,142,0.981,29.8,5.39,5.02,162,5,3,44,1452,1590,873,810,219,575,1034,1.491,6.41,1.36,114,142,0.981,27.6,68
6,3.87,162,6083,5415,627,1369,269,29,139,597,94,50,500,1125,0.253,0.32,0.39,0.711,103,154,0.983,29.9,5.07,4.73,162,7,4,32,1432.1,1468,821,752,199,666,1026,1.49,6.45,1.25,103,154,0.983,26.8,56
4,4.57,162,6148,5488,740,1378,273,30,209,712,66,36,488,1399,0.251,0.319,0.426,0.745,103,156,0.983,29.4,4.98,4.64,162,3,8,28,1436.1,1452,806,740,197,667,1057,1.475,6.62,1.23,103,156,0.983,27.3,68
5,4.19,162,6144,5489,679,1297,308,31,144,644,43,16,537,1465,0.236,0.309,0.382,0.692,100,113,0.983,28.9,5.51,5.11,162,3,4,22,1417.1,1480,893,804,232,555,1238,1.436,7.86,1.47,100,113,0.983,28.5,52
2,5.02,162,6315,5633,813,1419,288,40,220,778,88,14,540,1360,0.252,0.323,0.434,0.757,86,136,0.986,28.7,4.59,4.25,162,0,11,45,1465,1400,743,691,220,516,1427,1.308,8.77,1.35,86,136,0.986,28.6,85
3,4.28,162,6157,5460,693,1283,259,50,176,658,79,25,560,1460,0.235,0.31,0.397,0.707,75,152,0.988,29.2,3.98,3.72,162,2,9,39,1463,1313,644,605,174,522,1448,1.254,8.91,1.07,75,152,0.988,29.6,82
2,5.01,162,6224,5525,812,1405,314,39,220,776,103,30,578,1456,0.254,0.329,0.445,0.774,108,140,0.982,28.3,4.07,3.66,162,2,11,43,1441,1309,659,586,171,516,1482,1.266,9.26,1.07,108,140,0.982,28.7,93
4,4.64,162,6260,5665,752,1479,285,56,190,709,137,31,463,1427,0.261,0.32,0.432,0.752,101,143,0.983,26.7,5.49,5.09,162,2,7,31,1451.1,1563,890,821,202,603,1318,1.492,8.17,1.25,101,143,0.983,26.4,69
3,4.44,162,6276,5649,720,1494,289,48,154,680,132,44,490,1312,0.264,0.324,0.414,0.738,86,146,0.986,26.6,4.4,4.04,162,1,12,44,1466.2,1450,713,659,182,500,1215,1.33,7.46,1.12,86,146,0.986,27.1,79
5,3.8,162,6089,5552,615,1379,259,47,118,573,86,33,398,1165,0.248,0.302,0.376,0.678,101,147,0.983,27.6,4.58,4.26,162,2,4,35,1444.1,1467,742,683,154,469,1278,1.34,7.96,0.96,101,147,0.983,28,64
2,4.23,162,6334,5676,685,1468,302,31,130,647,62,41,519,1142,0.259,0.323,0.391,0.715,75,135,0.988,28.1,4.29,3.92,162,6,7,38,1495,1460,695,651,176,485,1218,1.301,7.33,1.06,75,135,0.988,27.6,81
3,4.53,162,6150,5462,734,1416,307,33,165,710,93,51,539,1266,0.259,0.328,0.418,0.746,90,146,0.985,28.3,4.25,3.93,162,4,9,39,1433.2,1432,688,626,155,417,1200,1.29,7.53,0.97,90,146,0.985,27.4,81
1,4.51,162,6096,5421,731,1357,293,37,172,702,133,55,531,1249,0.25,0.322,0.413,0.736,90,131,0.985,28.2,4.09,3.8,162,5,12,58,1443.1,1414,662,609,159,442,1058,1.286,6.6,0.99,90,131,0.985,27.4,94
5,4.4,162,6183,5473,713,1366,301,34,180,691,86,41,589,1529,0.25,0.325,0.416,0.74,102,152,0.983,26.8,5.16,4.81,162,3,3,35,1432,1503,836,765,210,548,1070,1.432,6.72,1.32,102,152,0.983,27.9,65
5,4.44,162,6269,5565,720,1408,307,45,173,686,102,40,571,1298,0.253,0.324,0.418,0.742,124,133,0.98,26.5,4.83,4.42,162,4,12,36,1447.2,1470,782,711,168,525,1158,1.378,7.2,1.04,124,133,0.98,27.7,70
2,4.44,162,6156,5409,720,1355,318,47,159,683,58,23,587,1287,0.251,0.327,0.415,0.742,113,137,0.981,26.7,4.36,3.98,162,6,9,39,1434.2,1403,706,635,147,451,1229,1.292,7.71,0.92,113,137,0.981,29.4,82
1,4.4,162,6101,5398,712,1350,286,40,171,687,109,24,532,1111,0.25,0.321,0.413,0.734,106,157,0.983,26.6,4.52,4.13,162,7,12,51,1441,1446,732,662,169,546,1088,1.382,6.8,1.06,106,157,0.983,28.2,90
4,4.77,162,6330,5645,773,1506,331,38,160,743,76,30,504,965,0.267,0.331,0.424,0.755,104,172,0.983,29.7,4.86,4.48,162,8,9,34,1459.2,1503,788,727,168,536,1115,1.397,6.87,1.04,104,172,0.983,28.8,76
2,4.3,162,6327,5550,696,1419,291,27,191,670,67,26,606,1094,0.256,0.332,0.421,0.754,94,159,0.985,30.3,5.28,4.84,162,6,10,45,1456.1,1580,856,783,193,537,1038,1.454,6.41,1.19,94,159,0.985,27.4,77
5,3.8,162,6114,5544,615,1401,295,38,135,582,53,32,441,1022,0.253,0.31,0.393,0.703,139,144,0.977,28.9,5.55,4.98,162,5,6,33,1436,1480,899,794,197,668,1153,1.496,7.23,1.23,139,144,0.977,29.3,51
3,4.43,162,6261,5570,717,1467,303,47,152,696,76,38,531,1006,0.263,0.33,0.417,0.746,107,132,0.983,30.6,4.23,3.84,162,7,11,42,1455,1379,685,621,150,526,1291,1.309,7.99,0.93,107,132,0.983,29.2,84
1,5.06,162,6318,5508,819,1471,283,41,165,783,92,46,643,1016,0.267,0.346,0.423,0.769,89,116,0.985,31.7,4.16,3.92,162,14,10,40,1446.2,1361,674,630,170,421,1303,1.232,8.11,1.06,89,116,0.985,31.7,98
1,5.05,162,6349,5595,818,1494,284,35,208,776,71,38,587,1052,0.267,0.341,0.442,0.783,84,148,0.986,31.9,4.18,3.87,162,12,13,34,1459.2,1352,677,627,195,461,1297,1.242,8,1.2,84,148,0.986,30.9,92
1,4.96,162,6196,5462,804,1360,271,25,241,768,66,14,602,1461,0.249,0.329,0.44,0.769,80,122,0.986,30.6,3.67,3.24,162,2,18,56,1455,1254,594,524,151,416,1425,1.148,8.81,0.93,80,122,0.986,29.7,107
3,4.19,162,6170,5579,678,1332,300,26,167,655,47,28,475,1435,0.239,0.302,0.392,0.694,90,142,0.985,29.9,4.77,4.38,162,1,8,41,1469,1395,773,715,227,519,1368,1.303,8.38,1.39,90,142,0.985,28.9,77
4,3.72,162,6113,5541,603,1324,255,30,133,573,77,34,448,1467,0.239,0.3,0.368,0.667,97,160,0.984,29.8,4.31,3.95,162,1,15,36,1461.1,1387,699,641,156,524,1269,1.308,7.82,0.96,97,160,0.984,28.6,73
5,3.94,162,6137,5551,639,1382,290,28,128,612,76,34,467,1204,0.249,0.309,0.38,0.689,87,127,0.985,29.5,4.79,4.5,162,3,5,32,1452,1515,776,726,182,496,1234,1.385,7.65,1.13,87,127,0.985,28.9,64
2,4.41,162,6271,5565,715,1437,280,54,130,675,79,36,572,1107,0.258,0.329,0.398,0.728,72,136,0.988,29.1,3.9,3.65,162,10,11,43,1460.1,1334,631,593,158,439,1309,1.214,8.07,0.97,72,136,0.988,30,87
2,4.3,162,6153,5565,696,1486,288,39,136,663,93,36,457,1159,0.267,0.326,0.406,0.732,78,145,0.987,28.9,3.87,3.72,162,7,18,41,1444.1,1344,627,597,155,431,1165,1.229,7.26,0.97,78,145,0.987,31.5,84
2,4.1,162,6087,5523,665,1407,257,42,132,636,56,27,427,1245,0.255,0.311,0.388,0.699,100,155,0.984,28.6,3.79,3.5,162,8,12,46,1449,1305,614,564,133,389,1211,1.169,7.52,0.83,100,155,0.984,31.7,88
3,3.88,162,6168,5552,629,1446,280,35,107,596,67,26,469,1078,0.26,0.32,0.381,0.702,107,128,0.982,28.7,4.27,4,162,2,13,41,1447.1,1380,691,643,145,521,1256,1.313,7.81,0.9,107,128,0.982,29.6,76
1,4.43,162,6200,5558,718,1495,287,57,103,675,118,39,483,1097,0.269,0.327,0.397,0.724,115,134,0.981,27.8,4.01,3.68,162,5,14,53,1451,1361,649,593,142,489,1237,1.275,7.67,0.88,115,134,0.981,30,94
2,3.52,162,6091,5486,570,1327,282,24,121,534,85,51,448,1122,0.242,0.303,0.368,0.671,104,127,0.983,30.2,3.57,3.2,162,3,12,52,1468,1260,578,522,96,559,1316,1.239,8.07,0.59,104,127,0.983,28.5,86
1,4.3,162,6143,5488,697,1411,284,30,162,660,55,32,487,1099,0.257,0.321,0.408,0.729,73,110,0.988,29.6,3.6,3.36,162,6,17,57,1461,1279,583,546,134,578,1331,1.271,8.2,0.83,73,110,0.988,27.9,92
3,4.06,162,6057,5493,657,1411,275,43,122,612,78,28,392,1158,0.257,0.309,0.389,0.699,88,138,0.985,29,3.77,3.55,162,11,18,41,1446,1268,611,571,140,584,1302,1.281,8.1,0.87,88,138,0.985,28.7,88
4,3.95,162,6145,5543,640,1452,311,37,94,606,108,46,452,1044,0.262,0.321,0.382,0.703,96,129,0.983,29.6,4.69,4.38,162,4,12,41,1442,1416,759,701,147,652,1240,1.434,7.74,0.92,96,129,0.983,27.1,72
5,4.22,162,6213,5538,683,1407,267,37,131,641,119,33,532,907,0.254,0.322,0.387,0.708,88,148,0.986,32.7,4.44,4.19,162,5,10,37,1453.2,1442,720,677,133,593,1057,1.4,6.54,0.82,88,148,0.986,27.3,71
3,4.63,161,6136,5472,746,1418,297,52,163,711,58,25,494,891,0.259,0.324,0.422,0.746,91,132,0.985,33.7,4.91,4.63,161,7,9,37,1429.2,1422,790,735,153,584,992,1.403,6.24,0.96,91,132,0.985,28.7,76
3,4.01,162,6077,5462,649,1427,299,26,128,617,71,35,431,901,0.261,0.319,0.396,0.714,90,146,0.985,32.2,4.6,4.33,162,4,8,46,1444.1,1456,745,695,151,592,972,1.418,6.06,0.94,90,146,0.985,30,75
2,5.25,162,6466,5546,850,1500,314,33,183,805,43,23,705,874,0.27,0.357,0.438,0.795,101,153,0.984,31.6,4.75,4.29,162,8,8,46,1457,1481,770,695,161,548,1020,1.393,6.3,0.99,101,153,0.984,30.1,91
1,4.69,161,6204,5456,755,1440,281,29,180,713,53,37,593,980,0.264,0.338,0.425,0.763,80,163,0.987,32.1,3.96,3.73,161,7,10,43,1437.1,1349,638,595,136,546,1006,1.318,6.3,0.85,80,163,0.987,28.6,100
