Finish,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,E,DP,Fld%,BatAge,RA/G,ERA,G,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,W
3,4.47,162,6132,5463,724,1410,246,20,184,695,113,49,534,1022,0.258,0.329,0.411,0.74,113,158,0.981,29.8,4.52,4.14,162,4,11,36,1439.2,1438,732,663,169,507,1119,1.351,7,1.06,113,158,0.981,29.5,79
1,4.98,163,6231,5553,811,1458,296,13,235,785,67,34,540,1016,0.263,0.332,0.448,0.78,108,155,0.983,30.6,4.47,4.06,163,4,10,34,1457.2,1471,729,658,156,460,1147,1.325,7.08,0.96,108,155,0.983,28.3,89
4,4.28,162,6103,5441,693,1341,249,20,190,667,78,45,532,1149,0.246,0.318,0.404,0.722,108,168,0.982,29.8,5.18,4.77,162,9,9,42,1440.2,1556,839,763,174,499,1015,1.426,6.34,1.09,108,168,0.982,27.7,72
3,5.36,162,6318,5657,868,1586,291,20,236,839,93,48,502,1056,0.28,0.342,0.464,0.806,90,145,0.985,29.8,4.9,4.61,162,5,11,46,1449,1534,794,743,200,433,1012,1.357,6.29,1.24,90,145,0.985,27.9,90
1,4.57,162,6146,5529,741,1450,253,23,200,713,137,67,435,1002,0.262,0.322,0.425,0.747,94,166,0.985,29.3,3.98,3.61,162,9,10,54,1475.2,1392,645,592,167,459,1040,1.254,6.34,1.02,94,166,0.985,29.3,99
2,5.34,162,6197,5534,865,1481,284,19,242,823,78,51,499,1030,0.268,0.333,0.457,0.79,100,167,0.984,28.6,5.13,4.91,162,8,8,34,1432.1,1505,831,782,224,527,1013,1.419,6.37,1.41,100,167,0.984,28.2,83
2,4.88,162,6148,5487,791,1445,303,19,220,766,77,29,519,916,0.263,0.331,0.446,0.777,93,154,0.984,29.4,4.41,4.17,162,12,4,36,1431,1364,715,663,162,518,1056,1.315,6.64,1.02,93,154,0.984,27.9,86
2,5.28,162,6208,5502,856,1475,289,29,217,819,75,31,555,952,0.268,0.338,0.449,0.787,97,157,0.984,28.9,4.93,4.53,162,7,7,35,1423,1422,798,716,190,528,945,1.37,5.98,1.2,97,157,0.984,25.8,81
3,4.93,162,6151,5464,798,1463,300,29,214,770,123,59,520,998,0.268,0.334,0.451,0.785,118,149,0.981,28.5,4.91,4.55,162,8,9,51,1433.1,1465,795,725,181,500,921,1.371,5.78,1.14,118,149,0.981,26.2,83
2,4.43,162,5907,5332,717,1269,248,22,203,686,109,17,453,1387,0.238,0.303,0.407,0.71,86,138,0.985,26.7,4.49,4.34,162,0,9,39,1408,1281,727,679,216,522,1391,1.281,8.89,1.38,86,138,0.985,26.3,80
2,4.75,162,6124,5425,769,1354,286,18,223,731,103,35,563,1332,0.25,0.323,0.432,0.756,83,110,0.985,27.8,4.06,3.76,162,6,16,42,1437.2,1308,657,601,207,450,1508,1.223,9.44,1.3,83,110,0.985,28.3,93
1,5.05,162,6300,5595,818,1447,297,19,216,786,135,36,554,1189,0.259,0.332,0.434,0.766,83,123,0.986,29.4,4,3.77,162,5,17,41,1457.1,1349,648,611,200,407,1544,1.205,9.54,1.24,83,123,0.986,29.4,91
1,5.05,162,6234,5511,818,1449,333,29,212,780,88,23,604,1153,0.263,0.339,0.449,0.788,76,167,0.987,28.1,3.48,3.3,162,7,19,37,1440.2,1267,564,529,163,406,1614,1.161,10.08,1.02,76,167,0.987,28.9,102
1,4.83,161,6155,5484,777,1435,308,29,185,733,134,31,531,1246,0.262,0.329,0.43,0.759,89,126,0.985,29,4.2,3.84,161,5,11,37,1445,1330,676,617,186,461,1398,1.239,8.71,1.16,89,126,0.985,28.1,94
3,4.16,161,6109,5439,669,1395,303,29,141,640,86,28,533,1157,0.256,0.325,0.401,0.725,79,136,0.987,28,3.98,3.67,161,11,10,38,1432.2,1274,640,584,161,425,1407,1.186,8.84,1.01,79,136,0.987,27.3,81
3,4.13,162,6222,5575,669,1411,284,23,142,644,104,27,504,1189,0.253,0.317,0.389,0.706,116,139,0.981,28.6,4.03,3.56,162,6,15,40,1468.1,1398,653,581,135,464,1450,1.268,8.89,0.83,116,139,0.981,27.2,85
2,4.6,162,6165,5465,745,1391,290,23,171,711,117,36,562,1283,0.255,0.327,0.41,0.737,98,135,0.983,28.7,4.09,3.82,162,3,16,38,1441.1,1359,662,611,147,554,1379,1.327,8.61,0.92,98,135,0.983,27.5,92
4,4.12,162,6195,5525,667,1385,266,24,136,635,110,44,555,1087,0.251,0.324,0.381,0.705,96,157,0.984,27.8,5.22,4.78,162,2,6,43,1442,1503,845,766,174,543,1086,1.419,6.78,1.09,96,157,0.984,27.6,68
2,4.35,162,6142,5509,704,1380,290,26,154,671,89,42,494,1269,0.25,0.317,0.396,0.714,110,130,0.982,27.8,4.69,4.23,162,2,4,38,1453.1,1482,760,683,153,463,1024,1.338,6.34,0.95,110,130,0.982,26.7,80
4,3.99,162,6165,5487,646,1362,290,20,128,601,91,33,545,1184,0.248,0.322,0.378,0.7,110,179,0.982,27.2,4.64,4.3,162,10,4,34,1433,1477,752,684,147,572,967,1.43,6.07,0.92,110,179,0.982,26.6,69
4,4.77,162,6320,5568,773,1468,314,28,161,730,84,31,582,1211,0.264,0.339,0.417,0.756,97,170,0.984,27.4,5.34,5.06,162,5,6,25,1434,1570,865,806,183,598,986,1.512,6.19,1.15,97,170,0.984,27.8,65
3,4.97,162,6299,5543,805,1455,339,22,171,772,77,29,560,1213,0.262,0.339,0.424,0.763,94,182,0.985,27.6,4.7,4.45,162,10,13,31,1437,1530,761,711,170,444,986,1.374,6.18,1.06,94,182,0.985,28.6,81
1,5.01,162,6367,5604,811,1504,305,27,178,784,72,41,590,1202,0.268,0.343,0.428,0.771,92,167,0.985,28,4.35,4.05,162,9,9,49,1462.2,1519,704,658,146,410,1047,1.319,6.44,0.9,92,167,0.985,29.4,96
4,5.37,162,6303,5619,870,1576,351,27,196,839,55,23,556,1204,0.28,0.349,0.457,0.806,118,165,0.981,27.7,4.83,4.41,162,13,13,24,1423.1,1583,782,698,166,429,948,1.414,5.99,1.05,118,165,0.981,28.6,78
2,4.88,162,6255,5609,790,1522,337,30,207,760,62,36,503,1093,0.271,0.334,0.453,0.787,106,156,0.983,27.5,3.96,3.61,162,6,10,51,1452.2,1363,642,582,157,413,1050,1.223,6.51,0.97,106,156,0.983,29.2,93
3,5.3,162,6452,5676,858,1565,345,29,184,820,94,55,606,1009,0.276,0.351,0.444,0.795,106,152,0.983,28.6,5.29,4.81,162,8,8,32,1466.2,1553,857,784,201,579,1115,1.454,6.84,1.23,106,152,0.983,27.3,80
4,4.31,162,6188,5572,699,1413,296,26,158,660,86,61,466,1062,0.254,0.316,0.401,0.717,126,178,0.98,27.1,4.8,4.21,162,5,7,34,1459.1,1477,778,682,179,501,943,1.355,5.82,1.1,126,178,0.98,26.3,68
3,4.56,162,6099,5423,739,1349,255,26,192,706,52,37,542,1000,0.249,0.321,0.412,0.733,113,161,0.981,30.4,5.17,4.91,162,9,4,34,1424.2,1508,837,777,142,603,1058,1.482,6.68,0.9,113,161,0.981,28.1,74
1,5.54,162,6357,5600,897,1559,294,37,212,868,79,41,577,1076,0.278,0.35,0.458,0.807,107,137,0.982,31.1,5.07,4.64,162,3,4,42,1446.2,1512,821,746,148,573,1218,1.441,7.58,0.92,107,137,0.982,29.1,91
3,4.3,162,5979,5376,697,1299,236,37,179,675,88,25,490,1514,0.242,0.308,0.399,0.707,83,136,0.986,28.1,4.67,4.32,162,2,7,42,1419.2,1370,756,681,199,571,1259,1.367,7.98,1.26,83,136,0.986,27.3,77
5,3.61,161,6039,5549,582,1333,292,41,149,556,57,20,391,1595,0.24,0.294,0.388,0.682,110,127,0.981,27.6,5.68,5.24,161,0,3,31,1433,1555,915,835,250,536,1368,1.459,8.59,1.57,110,127,0.981,27.8,47
3,3.89,162,6029,5494,630,1326,284,35,135,597,70,30,428,1341,0.241,0.3,0.38,0.68,95,126,0.984,27.9,4.91,4.58,162,0,2,37,1425.1,1423,796,726,216,491,1215,1.343,7.67,1.36,95,126,0.984,28.6,64
5,4.54,162,6150,5556,735,1435,289,35,187,699,65,34,503,1313,0.258,0.324,0.424,0.748,84,146,0.985,29.6,5.52,5.36,162,2,4,32,1420.1,1587,894,846,218,538,1202,1.496,7.62,1.38,84,146,0.985,28.3,64
2,4.66,161,6127,5526,750,1476,252,30,211,719,58,29,493,1303,0.267,0.331,0.438,0.769,75,148,0.987,30,4.48,4.24,161,3,8,47,1428,1417,721,672,182,462,1232,1.316,7.76,1.15,75,148,0.987,29,86
5,4.28,161,6159,5605,689,1515,289,49,151,660,83,51,455,1259,0.27,0.328,0.42,0.748,86,165,0.986,28.3,4.99,4.64,161,7,12,35,1447,1491,803,746,193,489,1100,1.368,6.84,1.2,86,165,0.986,28.7,74
1,4.67,162,6202,5630,757,1557,325,26,155,731,106,41,443,1144,0.277,0.331,0.426,0.757,101,153,0.983,29.8,4.35,4.01,162,5,8,41,1454,1475,705,648,127,462,1244,1.332,7.7,0.79,101,153,0.983,28.5,90
1,4.91,162,6388,5735,796,1625,292,23,176,767,35,20,531,1073,0.283,0.346,0.434,0.78,76,136,0.987,30,3.85,3.61,162,3,12,39,1462.2,1369,624,587,128,462,1428,1.252,8.79,0.79,76,136,0.987,28.4,93
1,4.48,162,6119,5476,726,1467,279,39,163,698,59,23,511,1103,0.268,0.335,0.422,0.757,99,127,0.983,27.9,4.14,3.75,162,9,8,40,1430.2,1409,670,596,151,438,1318,1.291,8.29,0.95,99,127,0.983,28.2,88
1,4.86,162,6231,5563,787,1540,297,34,169,750,49,20,521,1143,0.277,0.34,0.434,0.773,103,148,0.983,28.6,4.39,4.04,162,4,14,52,1440,1406,711,647,149,492,1115,1.318,6.97,0.93,103,148,0.983,27.8,95
3,4.64,162,6312,5643,751,1515,308,32,152,717,69,30,546,1147,0.268,0.335,0.415,0.75,109,171,0.982,29,4.59,4.3,162,6,5,32,1444.1,1445,743,690,142,537,1056,1.372,6.58,0.88,109,171,0.982,26.5,81
2,4.56,163,6234,5540,743,1443,245,35,183,718,72,33,540,1114,0.26,0.331,0.416,0.747,88,164,0.985,29.8,4.57,4.29,163,4,9,42,1447,1449,745,690,182,594,1102,1.412,6.85,1.13,88,164,0.985,26.6,86
5,5.07,162,6331,5641,821,1529,293,41,200,780,63,31,572,1076,0.271,0.34,0.444,0.784,113,172,0.981,30.3,5.29,4.9,162,1,2,34,1445,1541,857,786,172,644,991,1.512,6.17,1.07,113,172,0.981,29.9,74
2,5.48,162,6364,5757,887,1652,352,50,177,857,103,30,474,1054,0.287,0.345,0.458,0.802,99,148,0.984,30.9,4.92,4.57,162,1,9,44,1447.1,1498,797,735,174,566,1047,1.426,6.51,1.08,99,148,0.984,28.5,88
2,5.07,162,6198,5642,822,1548,294,40,203,785,60,40,430,1133,0.274,0.329,0.449,0.777,106,162,0.983,29.3,4.17,3.84,162,3,16,46,1448,1420,675,618,160,489,1003,1.318,6.23,0.99,106,162,0.983,28.8,95
4,4.46,162,6136,5602,723,1521,283,45,168,678,66,28,384,1038,0.272,0.321,0.428,0.75,110,171,0.982,28.5,4.86,4.51,162,7,2,37,1435.2,1504,787,719,193,461,907,1.369,5.69,1.21,110,171,0.982,28,71
4,5.1,162,6285,5623,827,1531,284,54,201,800,86,50,518,1144,0.272,0.337,0.449,0.786,144,160,0.977,28.1,5.21,4.93,162,7,9,35,1439.2,1542,844,788,190,530,995,1.439,6.22,1.19,144,160,0.977,27.5,72
5,3.65,162,6071,5466,591,1312,201,39,153,553,98,63,443,1099,0.24,0.3,0.375,0.675,138,194,0.978,27.3,5.73,5.3,162,3,5,27,1438.2,1616,928,847,195,557,764,1.51,4.78,1.22,138,194,0.978,25.3,43
5,3.57,161,5920,5406,575,1340,265,37,124,546,65,44,363,1035,0.248,0.3,0.379,0.679,142,148,0.977,28.1,5.37,4.92,161,11,7,33,1414,1593,864,773,163,463,794,1.454,5.05,1.04,142,148,0.977,28.1,55
4,4.47,162,6145,5537,724,1439,291,60,139,691,133,61,466,972,0.26,0.32,0.409,0.73,131,164,0.979,28.3,5.41,5.01,162,16,2,34,1429.1,1624,876,795,180,553,859,1.523,5.41,1.13,131,164,0.979,28.1,66
4,4.23,162,5993,5427,686,1349,251,29,163,647,124,33,421,1258,0.249,0.306,0.396,0.702,84,152,0.985,29.3,4.86,4.64,162,1,7,37,1417.1,1375,788,731,189,591,1344,1.387,8.53,1.2,84,152,0.985,27.9,74
4,4.27,162,6080,5496,691,1356,281,40,162,655,117,39,456,1405,0.247,0.309,0.401,0.71,73,152,0.988,27.6,5.36,5.2,162,1,7,37,1425,1525,869,824,221,582,1230,1.479,7.77,1.4,73,152,0.988,27.9,59
5,3.94,162,6063,5505,638,1350,283,29,155,606,117,38,427,1310,0.245,0.305,0.392,0.697,77,142,0.987,28.6,5.14,4.94,162,2,8,33,1432,1542,833,786,205,549,1157,1.46,7.27,1.29,77,142,0.987,27.6,58
3,4.33,162,6027,5536,702,1436,260,24,193,660,91,31,390,1166,0.259,0.311,0.42,0.731,79,145,0.987,28.9,4.88,4.61,162,1,6,39,1437.2,1480,791,737,196,519,1216,1.39,7.61,1.23,79,145,0.987,30.3,80
3,4.17,162,6052,5552,675,1450,264,33,147,640,121,35,382,1224,0.261,0.312,0.4,0.712,94,134,0.984,28.5,4.4,4.21,162,3,7,41,1440,1433,712,674,206,517,1287,1.354,8.04,1.29,94,134,0.984,29.9,81
1,4.47,162,6116,5575,724,1497,300,42,139,689,104,34,383,973,0.269,0.322,0.412,0.734,88,138,0.985,29.1,3.96,3.73,162,2,8,56,1452,1372,641,601,155,489,1160,1.282,7.19,0.96,88,138,0.985,30,95
2,4.02,162,6058,5545,651,1456,286,29,95,604,153,36,380,985,0.263,0.314,0.376,0.69,104,122,0.983,28.2,3.85,3.51,162,3,14,53,1450.2,1386,624,565,128,440,1168,1.259,7.25,0.79,104,122,0.983,28.9,89
3,4,162,6093,5549,648,1443,254,34,112,620,153,32,422,1048,0.26,0.315,0.379,0.694,85,136,0.986,26.9,3.71,3.45,162,5,12,52,1448.1,1366,601,555,155,469,1208,1.267,7.51,0.96,85,136,0.986,28.9,86
3,4.17,162,6149,5636,676,1492,295,37,131,643,132,38,404,1032,0.265,0.317,0.4,0.716,113,171,0.981,26.1,4.6,4.3,162,2,12,44,1451.1,1504,746,693,163,542,1177,1.41,7.3,1.01,113,171,0.981,27.3,72
4,4.51,162,6267,5672,730,1560,325,41,129,705,153,58,442,1006,0.275,0.329,0.415,0.744,95,149,0.985,25.8,4.7,4.44,162,2,6,37,1451.1,1487,762,716,163,557,1080,1.408,6.7,1.01,95,149,0.985,26.4,71
5,4.17,162,6209,5604,676,1534,279,31,121,640,115,50,471,905,0.274,0.331,0.399,0.73,121,138,0.98,28.9,5.22,4.97,162,7,3,44,1436.2,1553,845,794,176,551,1035,1.465,6.48,1.1,121,138,0.98,27.5,67
4,4.23,162,6103,5532,686,1432,276,51,144,657,88,29,457,1091,0.259,0.318,0.405,0.724,117,159,0.98,27.6,5.2,4.83,162,10,9,34,1426,1486,842,765,166,600,1153,1.463,7.28,1.05,117,159,0.98,28.7,65
4,4.27,162,6118,5608,691,1507,303,28,120,650,79,38,392,1005,0.269,0.32,0.397,0.717,96,159,0.984,28,4.82,4.48,162,2,8,44,1445.2,1473,781,720,159,515,1085,1.375,6.75,0.99,96,159,0.984,27.6,75
5,4.36,162,6140,5534,706,1447,300,46,102,660,78,44,428,1069,0.261,0.322,0.388,0.71,106,160,0.982,28,4.8,4.48,162,2,6,36,1437.1,1547,778,716,168,520,993,1.438,6.22,1.05,106,160,0.982,27.1,69
5,4.67,162,6229,5589,757,1515,335,37,124,718,65,34,474,1040,0.271,0.332,0.411,0.743,98,189,0.984,29.7,5.99,5.65,162,3,5,35,1426.1,1648,971,896,213,637,904,1.602,5.7,1.34,98,189,0.984,27.7,62
5,4.33,162,6086,5503,701,1445,289,34,126,653,53,33,424,1008,0.263,0.32,0.396,0.716,125,163,0.979,28.1,5.77,5.49,162,4,4,25,1413.1,1640,935,862,178,580,924,1.571,5.88,1.13,125,163,0.979,25.7,56
5,4.44,162,6153,5538,720,1432,261,29,150,675,67,48,461,1057,0.259,0.322,0.397,0.72,131,169,0.978,29,5.59,5.15,162,6,3,25,1420.1,1638,905,813,208,518,887,1.518,5.62,1.32,131,169,0.978,27.4,58
3,5.16,162,6239,5568,836,1526,288,39,162,781,120,42,476,926,0.274,0.336,0.427,0.763,108,143,0.982,29.2,5.35,5.05,162,7,10,36,1438.2,1569,867,808,190,566,865,1.484,5.41,1.19,108,143,0.982,28,83
4,4.55,162,6206,5535,737,1415,285,42,140,695,140,65,524,921,0.256,0.323,0.398,0.721,130,153,0.979,29.3,5.5,5.21,162,12,6,30,1441,1587,891,834,212,572,909,1.498,5.68,1.32,130,153,0.979,27.8,62
5,4.5,162,6176,5643,729,1503,277,37,152,691,100,42,406,898,0.266,0.318,0.409,0.727,117,204,0.981,28.2,5.3,4.87,162,5,1,30,1440,1537,858,779,209,576,911,1.467,5.69,1.31,117,204,0.981,27.3,65
5,4.5,162,6078,5431,729,1311,271,17,228,690,54,15,525,1405,0.241,0.314,0.423,0.738,107,138,0.982,28.3,5.15,4.83,162,1,9,42,1419.1,1392,834,762,239,484,1317,1.322,8.35,1.52,107,138,0.982,29.8,73
1,5.8,162,6392,5732,939,1547,318,23,307,906,28,21,525,1334,0.27,0.338,0.494,0.832,111,130,0.981,27.8,4.65,4.18,162,1,10,50,1463.1,1456,754,680,198,452,1463,1.304,9,1.22,111,130,0.981,28.2,101
2,4.56,162,6154,5526,738,1379,317,22,166,704,47,27,534,1328,0.25,0.318,0.405,0.723,97,127,0.984,28.2,4.78,4.5,162,2,7,37,1443.1,1425,775,721,198,573,1377,1.384,8.59,1.23,97,127,0.984,28.5,78
2,5.03,162,6261,5557,815,1444,286,31,206,781,95,28,593,1342,0.26,0.334,0.434,0.768,78,143,0.987,27.1,4.86,4.59,162,6,11,42,1436,1487,788,732,224,483,1166,1.372,7.31,1.4,78,143,0.987,29.6,85
5,4.46,162,6245,5618,722,1409,288,35,200,690,91,32,513,1426,0.251,0.316,0.421,0.738,126,172,0.979,26.9,5.49,5.08,162,4,3,26,1443,1617,889,814,221,479,1191,1.453,7.43,1.38,126,172,0.979,28.3,59
2,4.3,162,6017,5467,696,1349,277,44,156,661,70,38,439,1264,0.247,0.305,0.399,0.704,86,150,0.986,28.3,4.32,4.07,162,2,12,45,1443,1506,700,653,163,413,1046,1.33,6.52,1.02,86,150,0.986,29.1,83
5,4.41,162,6233,5567,715,1412,316,27,128,675,99,36,544,1329,0.254,0.324,0.389,0.713,97,136,0.984,27.5,4.8,4.57,162,2,7,38,1435,1588,777,728,147,408,1031,1.391,6.47,0.92,97,136,0.984,29.2,70
4,3.79,162,6212,5564,614,1346,285,15,151,590,52,33,533,1430,0.242,0.312,0.38,0.692,81,178,0.987,28.3,4.86,4.55,162,1,7,40,1450.1,1591,788,733,168,458,985,1.413,6.11,1.04,81,178,0.987,28.3,66
5,4.33,162,6209,5562,701,1448,270,30,131,666,135,37,505,1069,0.26,0.325,0.39,0.715,107,188,0.983,28.9,5.14,4.77,162,3,6,35,1438.2,1536,832,762,198,465,943,1.391,5.9,1.24,107,188,0.983,27.8,66
5,3.82,162,6020,5487,619,1357,259,25,103,572,92,39,440,1048,0.247,0.306,0.36,0.666,119,153,0.98,27.5,4.96,4.58,162,7,8,32,1421.2,1564,804,724,161,480,940,1.438,5.95,1.02,119,153,0.98,28.5,63
1,4.82,162,6257,5568,781,1521,318,41,142,749,68,28,559,967,0.273,0.341,0.422,0.762,78,150,0.987,28.4,4.14,3.95,162,9,13,40,1452.2,1493,671,638,155,383,1048,1.291,6.49,0.96,78,150,0.987,28.6,94
1,5.01,163,6346,5608,817,1539,271,40,172,770,85,32,585,1021,0.274,0.345,0.429,0.774,76,135,0.987,27.6,4.69,4.5,163,4,7,48,1453,1542,765,726,185,466,1052,1.382,6.52,1.15,76,135,0.987,27.9,87
2,5.09,163,6331,5641,829,1572,298,49,111,791,102,42,529,979,0.279,0.34,0.408,0.748,108,168,0.982,26.2,4.57,4.16,163,5,10,42,1459,1568,745,675,183,406,995,1.353,6.14,1.13,108,168,0.982,27.5,88
3,4.43,162,6161,5522,718,1460,273,36,118,671,112,30,512,839,0.264,0.33,0.391,0.721,95,151,0.984,28.4,4.48,4.15,162,5,8,38,1436.2,1505,725,663,185,420,1094,1.34,6.85,1.16,95,151,0.984,27.4,79
1,4.94,162,6228,5602,801,1608,275,34,143,754,101,42,490,872,0.287,0.347,0.425,0.771,84,135,0.986,28.3,4.22,3.95,162,1,6,40,1439.1,1490,683,632,182,356,1164,1.283,7.28,1.14,84,135,0.986,26.9,96
3,4.25,162,6192,5564,688,1441,269,32,134,644,102,44,485,978,0.259,0.323,0.391,0.714,102,171,0.984,27.6,4.09,3.71,162,9,8,44,1464.1,1458,662,604,169,348,965,1.233,5.93,1.04,102,171,0.984,27.9,83
1,4.81,162,6286,5623,780,1494,310,24,191,735,116,46,513,982,0.266,0.332,0.431,0.763,101,158,0.984,27.8,4.41,4.03,162,4,9,48,1476,1523,715,661,167,431,1123,1.324,6.85,1.02,101,158,0.984,28.2,92
1,4.94,162,6324,5655,801,1567,318,45,155,755,94,44,512,1027,0.277,0.341,0.431,0.772,87,114,0.985,27.2,4.68,4.41,162,7,8,45,1462,1526,758,716,187,402,997,1.319,6.14,1.15,87,114,0.985,29.7,90
1,4.77,161,6196,5582,768,1518,348,36,167,731,79,62,472,1089,0.272,0.332,0.437,0.769,74,124,0.987,26.6,4.42,4.12,161,8,9,47,1444.2,1454,712,662,184,439,1026,1.31,6.39,1.15,74,124,0.987,28.8,94
2,4.76,162,6185,5560,771,1514,328,38,164,717,146,67,495,1083,0.272,0.337,0.433,0.77,108,118,0.982,26.2,4.73,4.51,162,12,8,45,1441.1,1494,766,722,192,445,965,1.345,6.03,1.2,108,118,0.982,27.4,85
2,5.12,162,6122,5495,829,1434,330,23,219,783,40,21,512,1386,0.261,0.328,0.449,0.777,108,143,0.981,28,4.62,4.26,162,0,7,49,1419,1409,749,671,176,546,1527,1.378,9.68,1.12,108,143,0.981,29.7,92
3,5.56,162,6475,5770,901,1554,345,27,245,857,68,30,590,1382,0.269,0.34,0.466,0.806,88,115,0.985,27.3,5.11,4.7,162,1,8,33,1471,1423,828,768,215,605,1633,1.379,9.99,1.32,88,115,0.985,29,84
1,5.41,162,6302,5623,876,1509,355,31,208,829,125,31,569,1253,0.268,0.339,0.453,0.792,77,106,0.987,27.7,3.99,3.75,162,2,14,46,1458.2,1305,647,608,176,512,1558,1.246,9.61,1.09,77,106,0.987,28.9,108
1,4.85,162,6338,5669,785,1461,302,19,168,735,106,31,571,1224,0.258,0.329,0.407,0.736,107,126,0.982,27.3,4.12,3.7,162,5,11,39,1482.1,1384,668,610,195,465,1580,1.247,9.59,1.18,107,126,0.982,28.4,93
1,5.42,162,6320,5670,878,1598,343,25,208,836,83,24,558,1160,0.282,0.348,0.461,0.81,75,139,0.987,28.5,4.28,4,162,9,5,43,1439.2,1342,694,640,176,490,1362,1.273,8.51,1.1,75,139,0.987,29,93
5,4.62,162,6237,5640,748,1495,294,33,161,706,71,27,478,1148,0.265,0.325,0.415,0.74,97,148,0.984,28.3,4.65,4.31,162,3,10,40,1448.1,1486,753,694,178,478,1218,1.356,7.57,1.11,97,148,0.984,28.6,78
5,3.91,162,6226,5551,634,1355,282,20,123,601,63,25,535,1337,0.244,0.316,0.369,0.684,92,155,0.985,29.2,4.41,4.01,162,3,7,36,1465.2,1458,715,653,154,482,1213,1.324,7.45,0.95,92,155,0.985,29.9,71
1,5.27,162,6382,5651,853,1566,363,29,178,819,123,19,581,1308,0.277,0.349,0.446,0.795,80,142,0.987,29.6,4.05,3.79,162,5,8,33,1454,1366,656,613,156,524,1294,1.3,8.01,0.97,80,142,0.987,30.2,97
5,4.53,162,6166,5604,734,1459,339,16,165,695,97,31,428,1197,0.26,0.315,0.415,0.73,101,159,0.983,29.4,4.98,4.7,162,6,4,35,1443,1449,806,754,190,529,1176,1.371,7.33,1.19,101,159,0.983,28.7,69
3,5.4,162,6414,5710,875,1600,352,35,203,842,102,42,578,1108,0.28,0.349,0.461,0.81,92,120,0.985,30.1,4.55,4.2,162,2,13,36,1457.1,1366,737,680,156,540,1213,1.308,7.49,0.96,92,120,0.985,30.3,90
3,5.05,162,6356,5646,818,1511,358,22,211,782,68,17,587,1140,0.268,0.339,0.451,0.79,111,132,0.982,30.9,4.59,4.2,162,3,9,44,1456.2,1402,744,679,152,580,1207,1.361,7.46,0.94,111,132,0.982,29.6,89
2,5.38,162,6344,5543,872,1495,335,25,212,822,126,39,659,1120,0.27,0.352,0.454,0.806,82,121,0.986,30,4.54,4.35,162,8,11,41,1436.2,1494,736,695,167,530,1230,1.409,7.71,1.05,82,121,0.986,29.8,95
2,5.22,162,6402,5596,845,1565,353,33,173,807,120,35,646,1068,0.28,0.358,0.447,0.805,85,149,0.986,29.8,4.28,4.01,162,5,16,47,1446.1,1369,694,645,147,548,1185,1.325,7.37,0.91,85,149,0.986,29.2,95
1,5.35,162,6426,5589,867,1561,352,35,166,829,96,24,689,1042,0.279,0.362,0.444,0.806,81,145,0.986,30.1,4.06,3.87,162,5,13,45,1438.2,1350,657,618,151,482,1149,1.273,7.19,0.94,81,145,0.986,31.1,96
3,5.06,162,6435,5619,820,1510,327,16,192,777,51,23,672,1056,0.269,0.351,0.435,0.786,66,174,0.989,30.5,5.09,4.83,162,3,6,46,1441.1,1570,825,773,181,509,1070,1.442,6.68,1.13,66,174,0.989,31.1,86
2,5.62,162,6403,5626,910,1579,339,21,199,863,45,12,653,1044,0.281,0.357,0.454,0.811,109,135,0.982,31.3,4.97,4.74,162,6,8,38,1429,1550,805,752,164,440,959,1.393,6.04,1.03,109,135,0.982,33.6,95
2,5.86,162,6515,5720,949,1613,373,25,222,912,68,30,659,1189,0.282,0.36,0.472,0.832,118,129,0.981,30.4,4.74,4.18,162,4,12,36,1451.1,1430,768,674,159,447,1132,1.293,7.02,0.99,118,129,0.981,32.5,98
2,5.93,162,6530,5769,961,1667,371,40,238,932,88,35,620,943,0.289,0.36,0.491,0.851,113,130,0.982,29.7,4.99,4.48,162,5,6,36,1464.2,1503,809,729,153,488,1141,1.359,7.01,0.94,113,130,0.982,31.2,95
2,5.3,162,6332,5640,859,1560,348,33,177,810,80,28,545,944,0.277,0.345,0.444,0.789,104,140,0.983,29.9,4.1,3.75,162,5,17,51,1446,1339,665,603,146,430,1157,1.223,7.2,0.91,104,140,0.983,31.1,93
2,4.8,161,6264,5605,772,1493,316,29,198,739,46,35,520,1131,0.266,0.334,0.439,0.773,113,129,0.981,30,4.63,4.15,161,3,9,48,1448,1412,745,667,146,544,1259,1.351,7.83,0.91,113,129,0.981,30.9,82
5,4.07,162,5983,5420,659,1296,266,15,195,632,54,23,451,1454,0.239,0.304,0.402,0.705,74,101,0.987,26.7,5.9,5.84,162,1,5,26,1402,1518,956,910,258,563,1234,1.484,7.92,1.66,74,101,0.987,28.1,52
5,4.5,162,6189,5596,729,1379,252,25,213,698,84,30,462,1435,0.246,0.31,0.415,0.725,108,155,0.982,26.5,6.06,5.59,162,0,5,27,1443,1544,981,897,305,561,1248,1.459,7.78,1.9,108,155,0.982,27.3,54
5,3.84,162,6034,5507,622,1317,242,15,188,593,81,22,422,1412,0.239,0.298,0.391,0.689,104,159,0.982,28.4,5.51,5.18,162,2,7,28,1431,1552,892,824,234,589,1203,1.496,7.57,1.47,104,159,0.982,27.1,47
